transaction_id	hashtag_id
33857	22592
33858	18046
33860	6960
33861	768
33863	6960
33865	3081
33865	6879
33867	11549
33869	6960
33870	3092
33870	19633
33870	21039
33872	6960
33874	3081
33874	22592
33878	16310
33879	5146
33879	23301
33880	4068
33880	11044
33880	15234
33880	17076
33883	15183
33884	5499
33885	7647
33885	11568
33885	16291
33888	3421
33888	11855
33888	17514
33889	3081
33889	5377
33890	19837
33893	21812
33895	19837
33896	4222
33897	26
33897	14858
33898	8716
33899	3081
33899	23962
33901	6214
33902	2504
33903	7412
33904	15234
33904	16310
33904	20728
33905	16310
33905	20728
33906	19837
33907	577
33908	19837
33909	8814
33910	1941
33910	5029
33910	14750
33911	8162
33914	3081
33914	16460
33915	15234
33916	14301
33917	24289
33918	323
33918	20189
33919	4796
33919	8859
33920	3081
33920	3149
33920	15234
33920	16310
33920	21873
33920	23563
33921	22336
33924	16906
33925	19209
33926	2340
33926	3186
33926	6362
33926	13837
33926	16310
33927	13468
33930	13468
33931	15069
33932	19837
33933	17910
33935	10011
33936	3081
33936	5377
33937	19983
33937	20809
33938	13757
33939	16310
33939	24033
33940	8798
33940	21057
33941	5674
33941	20603
33942	7483
33943	16310
33944	9272
33945	24523
33946	17772
33946	17938
33946	19126
33947	16460
33949	8798
33949	21057
33950	5590
33950	22391
33950	22823
33951	3207
33952	16310
33953	4034
33954	17625
33954	18145
33955	18073
33955	18555
33955	20603
33956	16310
33956	23081
33957	8859
33958	3605
33959	13757
33960	3605
33961	2482
33961	3081
33962	12793
33962	16310
33965	1339
33965	13468
33966	20373
33967	3081
33968	12686
33969	10682
33969	23699
33970	17076
33973	10800
33974	8377
33974	10190
33974	22597
33975	3345
33975	13686
33976	16310
33978	16310
33980	2686
33980	6394
33981	4425
33982	12505
33982	13800
33982	19633
33983	6275
33984	12786
33985	23346
33986	7567
33986	15234
33986	17076
33986	21055
33987	16713
33988	3081
33988	16310
33988	16652
33988	22656
33988	24680
33989	2692
33989	10722
33991	19033
33992	13299
33995	9272
33996	12008
33996	12579
33996	19837
33997	7835
33998	7567
33998	15234
33998	17076
33998	21055
33999	7567
33999	15234
33999	17076
33999	21055
34000	6354
34001	7835
34002	6394
34003	577
34004	2705
34004	3605
34005	8859
34008	2705
34008	3605
34009	7567
34009	15234
34009	17076
34009	21055
34010	16310
34012	10457
34012	20783
34013	3605
34015	12170
34016	16310
34017	3605
34017	22897
34018	9386
34018	23389
34019	21019
34020	577
34020	16310
34021	5674
34022	15836
34023	4191
34023	21873
34024	3081
34024	10418
34026	6394
34027	4264
34027	5029
34027	14750
34027	17076
34027	18363
34028	501
34028	5029
34030	4264
34030	5029
34030	14750
34030	17076
34030	18363
34032	889
34033	18031
34033	18198
34034	24512
34035	611
34036	5674
34037	5674
34037	20603
34038	22554
34039	4712
34042	8664
34043	1961
34045	20136
34048	15303
34049	13757
34050	16654
34051	1961
34052	12793
34052	16310
34054	16310
34055	11121
34055	19666
34056	18070
34057	16310
34058	16654
34059	19874
34060	15234
34060	22268
34061	1760
34061	4307
34061	13096
34061	18031
34062	10591
34063	8805
34063	22677
34064	16616
34066	9910
34068	2340
34069	16436
34070	23073
34071	3872
34071	17060
34072	9910
34073	538
34074	3081
34074	3605
34075	1527
34076	16310
34077	8716
34078	8005
34079	14016
34080	16310
34081	8005
34082	7306
34083	10412
34085	4314
34086	5036
34086	10642
34087	1762
34087	13096
34088	18513
34089	3081
34089	6394
34090	3081
34091	1762
34092	13464
34093	19837
34093	23279
34094	5064
34094	18054
34096	16310
34097	11058
34098	23768
34099	17093
34099	24203
34102	24033
34103	10591
34104	14343
34105	5674
34106	16310
34107	5499
34108	17076
34109	15234
34109	16713
34110	1763
34110	17417
34111	1762
34111	17417
34112	17093
34112	24203
34113	5315
34113	21364
34114	1762
34115	8444
34116	8649
34116	14013
34117	16310
34118	19942
34119	20931
34120	16616
34122	8350
34122	23258
34123	16310
34125	1762
34126	16310
34127	6960
34127	16310
34128	5064
34128	10758
34131	12840
34132	8350
34133	1762
34134	16474
34136	3312
34136	23081
34138	16310
34138	19942
34140	16310
34140	19942
34142	4013
34142	13065
34143	10197
34143	18789
34145	19942
34146	2157
34146	16305
34147	2157
34148	7365
34148	11439
34148	11789
34148	16310
34150	4969
34151	16310
34151	19942
34152	12738
34153	563
34153	15152
34154	7567
34154	15234
34154	17076
34154	21055
34155	16310
34156	11805
34157	19593
34158	24011
34159	16310
34160	5674
34160	8984
34162	16310
34162	19616
34164	3081
34164	3299
34164	6394
34164	10765
34165	1762
34166	16310
34167	4034
34169	13587
34170	4947
34171	15234
34172	6394
34172	23162
34173	16310
34174	3605
34174	15468
34174	16310
34175	17076
34176	3605
34176	6394
34176	13406
34177	14495
34178	2406
34179	14343
34180	3605
34180	19837
34181	16310
34181	20581
34182	8716
34183	538
34183	2918
34186	10591
34187	6937
34187	16310
34187	18513
34188	10587
34189	18021
34189	21206
34190	10219
34191	10591
34192	1762
34192	17418
34194	16310
34194	23081
34196	19495
34196	22197
34197	3081
34197	7742
34197	10813
34198	3081
34198	14391
34199	8444
34200	4832
34200	16310
34201	186
34201	2544
34201	16310
34202	14267
34206	5489
34208	3605
34209	12696
34210	3701
34210	5188
34211	3605
34211	9451
34211	11656
34211	24680
34212	2420
34212	3081
34212	15310
34213	3215
34213	13177
34214	16310
34215	15164
34215	18083
34216	5674
34217	14858
34218	6030
34218	6059
34219	3081
34219	14858
34220	16310
34221	5335
34222	3295
34223	20224
34224	538
34224	10704
34225	3397
34225	12439
34225	16713
34226	8350
34226	8662
34227	11460
34228	10616
34229	16310
34230	5029
34230	8429
34230	20537
34230	22741
34231	7649
34231	17076
34231	19449
34232	24688
34233	7649
34233	17076
34233	19449
34234	10868
34235	16338
34236	16310
34237	4121
34237	7438
34237	16276
34237	17729
34238	21700
34239	3081
34240	16310
34241	6354
34242	3605
34242	6354
34242	6394
34242	19837
34243	5917
34244	15222
34245	5674
34246	17076
34247	3605
34247	6354
34247	14436
34247	20506
34248	5315
34249	3605
34250	2504
34250	7434
34250	11193
34250	17995
34251	10246
34251	10255
34252	16310
34253	15305
34254	5508
34255	14368
34255	14778
34256	1762
34256	17418
34257	3081
34257	3186
34257	15234
34257	16310
34257	21873
34257	23563
34258	16410
34259	9272
34260	3081
34261	9272
34262	10074
34265	19310
34266	7395
34267	5036
34268	466
34268	17998
34272	16310
34272	17012
34272	24033
34273	5036
34273	16310
34274	5951
34275	12906
34276	2686
34276	6394
34276	21215
34277	22057
34280	5036
34281	16310
34282	16310
34283	16310
34284	5036
34284	16310
34285	16460
34287	5970
34287	6394
34288	16310
34289	11222
34290	13469
34290	21058
34291	13587
34292	16310
34294	3503
34294	3605
34294	4669
34294	11656
34294	18078
34294	24680
34295	9910
34295	17076
34298	19982
34298	19983
34299	384
34300	11663
34300	18303
34301	538
34302	3081
34307	2340
34307	13540
34307	16310
34307	16460
34308	16310
34309	15212
34313	8805
34313	19451
34314	8350
34314	16338
34315	6778
34316	15212
34318	16578
34319	6393
34319	10584
34320	23043
34321	6394
34322	1762
34323	16615
34324	14748
34324	16310
34325	16310
34326	2482
34326	3081
34326	24079
34327	16310
34329	13464
34330	18021
34331	2504
34332	16310
34333	7146
34333	21631
34334	15212
34336	14218
34336	15234
34339	9910
34340	10833
34340	16310
34340	24033
34341	6960
34341	22197
34344	9272
34345	5377
34345	21792
34346	6778
34347	9134
34348	20427
34349	23013
34350	6778
34351	12738
34352	16310
34353	2504
34353	17632
34353	21308
34354	538
34355	16310
34355	24360
34360	21206
34361	8716
34361	13671
34361	16310
34361	17311
34362	8716
34362	17311
34363	11222
34363	17581
34364	14195
34366	21781
34367	11923
34368	21781
34371	11010
34372	8350
34373	8350
34373	16310
34374	15960
34374	23587
34375	1102
34376	11789
34377	16310
34378	6394
34378	8959
34379	13006
34379	23346
34380	7621
34380	20266
34382	16310
34383	2313
34383	3081
34384	3081
34384	16310
34384	24033
34385	6879
34386	16310
34386	17076
34386	19837
34387	16310
34388	1741
34388	17294
34389	3081
34389	16310
34389	24033
34390	10824
34390	16310
34390	24033
34391	24596
34392	11010
34393	1998
34393	2244
34394	6394
34395	9272
34396	8716
34397	3081
34398	4148
34399	3605
34399	8429
34399	13587
34399	19837
34400	2164
34400	17845
34400	17997
34400	17998
34406	21492
34407	17998
34410	12349
34413	17076
34413	19837
34414	11789
34415	12579
34415	13079
34415	15255
34415	24013
34418	732
34418	1075
34418	1374
34418	8589
34420	3025
34420	3081
34420	6394
34420	22968
34421	24016
34422	16310
34423	24699
34424	13079
34425	8350
34425	16310
34426	10131
34427	16310
34427	19942
34428	615
34428	12906
34428	19161
34429	14809
34430	16310
34431	12349
34432	18083
34433	3230
34436	22593
34437	16417
34438	15255
34439	12075
34440	16417
34441	3081
34442	15255
34443	9299
34443	17311
34444	9299
34444	17311
34445	8444
34446	7389
34446	16310
34448	1951
34450	16417
34451	6394
34454	14872
34455	1527
34456	3092
34459	1491
34459	11789
34461	16713
34462	11156
34463	6087
34464	20224
34465	3605
34466	11789
34467	7621
34467	20266
34468	17188
34469	13468
34472	17460
34473	17460
34474	10197
34474	14013
34474	14559
34474	20478
34474	22556
34474	24397
34479	17460
34481	3081
34481	13096
34481	22944
34484	23407
34487	17460
34489	16310
34490	7621
34490	20266
34491	17076
34491	21055
34492	3081
34493	379
34494	720
34495	7621
34495	20266
34496	15234
34496	16212
34496	17076
34501	26
34501	14858
34502	7621
34502	20266
34503	14816
34503	16310
34504	7865
34505	1699
34505	6214
34505	12608
34506	7621
34506	20266
34507	4594
34508	16310
34509	26
34509	14858
34510	7621
34510	20266
34511	7621
34511	20266
34512	2164
34512	16310
34512	24033
34513	7621
34513	20266
34514	1494
34514	21915
34515	7621
34515	20266
34516	3081
34517	7621
34517	20266
34518	3156
34518	3171
34519	7621
34519	20266
34520	7621
34520	20266
34521	18569
34522	9910
34523	7621
34523	20266
34524	7621
34524	20266
34525	12765
34525	21492
34526	7835
34527	2340
34527	3081
34527	16652
34528	1391
34528	15794
34529	3081
34529	3442
34530	7621
34530	20266
34531	14047
34531	14156
34531	23970
34532	7621
34532	20266
34535	16310
34535	22771
34535	23563
34537	16310
34538	7621
34538	20266
34539	13587
34540	3720
34540	24466
34541	16716
34542	1007
34542	23028
34543	2313
34544	3081
34545	17080
34546	1007
34546	23028
34547	12703
34548	7865
34549	538
34550	24680
34551	3081
34552	15866
34552	24248
34553	11789
34554	15648
34555	3081
34556	577
34556	3081
34556	6214
34557	3081
34557	8429
34558	577
34558	3081
34558	6214
34560	7621
34560	20266
34561	17998
34564	2313
34565	1288
34565	6960
34566	23941
34567	16942
34568	17998
34568	19984
34572	10591
34573	8343
34574	17363
34575	17664
34577	3135
34577	5227
34577	19033
34577	19036
34580	16479
34581	16310
34581	19942
34582	18214
34583	6711
34583	16310
34584	2267
34584	3081
34584	22954
34584	24278
34585	18085
34586	24033
34587	16978
34588	1491
34588	11789
34589	16310
34590	3075
34591	14448
34593	7865
34595	3606
34597	6171
34597	21756
34598	6561
34598	9497
34598	18292
34599	3081
34599	5382
34600	5315
34601	19672
34602	1690
34602	6129
34602	7772
34603	22006
34606	14562
34607	10616
34608	19514
34608	20030
34609	24033
34610	24033
34611	10824
34611	24033
34612	3081
34612	16310
34612	24033
34613	16310
34613	24033
34614	7865
34615	22237
34616	19040
34619	19514
34619	20030
34620	16310
34621	16310
34622	16310
34623	16152
34624	5767
34624	7483
34624	16310
34625	3605
34626	16310
34627	3605
34630	24033
34631	16310
34633	16310
34634	15734
34637	10161
34637	14421
34637	16183
34637	16310
34638	2249
34638	16310
34638	21454
34639	15736
34642	4034
34643	577
34644	680
34644	2667
34644	9389
34645	16310
34646	9389
34646	19978
34647	12032
34648	11903
34649	10616
34650	9910
34651	10616
34652	3081
34653	15323
34653	16980
34653	17294
34654	16310
34655	8350
34656	11789
34657	14509
34658	16310
34659	12170
34660	6394
34661	8350
34661	16310
34662	11903
34663	10616
34664	16310
34664	16575
34665	10628
34665	20063
34666	8350
34666	14710
34667	24033
34668	1951
34669	24033
34670	2313
34671	24033
34672	379
34673	19837
34674	6394
34675	12923
34676	16310
34677	5377
34678	3081
34679	21781
34680	14495
34680	18972
34681	10616
34682	5315
34682	21665
34682	21993
34683	16310
34684	3289
34685	3289
34688	5674
34688	14007
34689	2705
34689	16310
34690	5315
34691	5315
34691	14102
34691	14272
34691	17352
34691	18501
34691	22197
34692	1339
34692	4572
34693	10059
34693	16310
34693	16652
34694	7083
34694	13182
34695	3496
34696	271
34696	16310
34697	18373
34700	16310
34701	3081
34701	23130
34702	18373
34705	23326
34706	11115
34707	16310
34708	7094
34711	7094
34712	7094
34713	24201
34714	16310
34715	271
34715	16310
34716	3081
34717	8217
34719	3081
34719	23130
34720	8217
34722	16310
34723	19942
34724	16310
34724	22771
34724	23563
34725	19942
34726	3941
34726	8217
34726	21359
34728	16310
34728	22771
34728	23563
34729	24201
34730	1231
34731	9853
34732	8444
34733	7094
34734	24201
34735	12536
34735	13079
34735	16310
34735	24033
34736	21781
34737	16417
34737	18343
34738	16310
34738	21740
34739	9621
34740	2037
34740	10069
34740	10629
34740	14013
34741	3081
34741	23130
34742	1998
34742	2244
34742	2273
34742	2420
34743	8266
34744	14471
34745	13587
34746	6879
34747	1951
34748	15182
34749	13587
34751	62
34751	626
34753	24201
34754	6527
34756	9910
34758	2705
34759	3092
34759	3186
34759	3295
34759	3305
34759	4572
34759	6253
34759	11633
34760	16310
34761	16310
34762	6879
34764	9823
34764	9824
34765	4607
34765	13774
34766	9824
34767	6711
34767	23073
34768	1998
34768	2244
34768	2273
34768	2420
34769	16713
34769	16716
34770	3081
34771	3081
34771	16310
34771	16652
34771	18363
34771	22656
34772	8444
34773	6711
34773	16310
34774	13359
34775	11412
34776	6394
34777	3074
34777	6394
34777	7148
34777	11814
34778	15067
34779	15234
34780	607
34781	8444
34782	7486
34783	21272
34784	7486
34785	21777
34786	24201
34787	18021
34788	13182
34789	271
34789	16310
34790	23624
34791	1525
34791	23624
34792	5151
34793	10800
34794	2705
34794	3605
34795	5315
34796	271
34796	16310
34797	14041
34797	19464
34798	15138
34799	271
34799	16310
34800	24571
34801	3081
34802	8859
34802	15058
34803	8927
34804	16713
34804	16716
34806	16310
34808	1857
34809	8429
34809	20563
34811	732
34811	6960
34813	16310
34814	822
34815	21781
34816	14013
34817	2313
34817	3081
34819	3605
34822	14564
34822	22197
34825	6354
34827	732
34828	6879
34829	20943
34831	5029
34832	14013
34833	6502
34834	16310
34835	6502
34836	891
34836	6043
34837	3092
34837	19837
34838	3386
34838	16310
34840	6354
34841	4002
34841	8964
34842	7012
34842	7015
34842	15272
34843	3081
34844	15255
34845	16310
34846	15145
34847	5282
34847	19837
34848	3081
34849	8429
34849	20563
34850	16305
34851	16310
34852	16310
34853	16406
34854	23140
34855	10354
34856	15144
34857	2475
34857	5377
34857	9836
34858	3001
34858	3074
34858	6879
34858	13450
34859	19837
34860	3001
34862	7799
34864	22753
34865	11334
34866	4573
34866	19837
34867	577
34867	19127
34868	3081
34869	12442
34869	13687
34869	15447
34870	3081
34870	23437
34870	23868
34871	16310
34872	3081
34873	12620
34874	6244
34874	8429
34874	10527
34874	13790
34875	5674
34876	12536
34876	13079
34876	16310
34876	24033
34877	16310
34878	23258
34879	24033
34880	16228
34881	4877
34882	686
34882	2941
34883	2164
34883	19837
34884	16310
34885	16406
34886	1391
34886	1493
34886	13757
34887	13079
34888	3386
34888	16310
34889	626
34889	2164
34890	16310
34891	17460
34892	1738
34893	2811
34893	10881
34893	11789
34893	16310
34896	2811
34896	10881
34896	11789
34896	16310
34897	16310
34898	2164
34899	16942
34901	10423
34903	3215
34903	13177
34904	3127
34904	14081
34905	13757
34906	15234
34906	17076
34906	19449
34907	3081
34908	7388
34909	5121
34912	10616
34912	19837
34914	15234
34914	17076
34916	16310
34917	10591
34917	16310
34918	2420
34918	3081
34918	15310
34919	10513
34920	16310
34921	10591
34921	16310
34922	8716
34922	15605
34923	1503
34923	22197
34924	1946
34924	8429
34924	19837
34924	20563
34925	5674
34926	18046
34927	8804
34927	16310
34930	15234
34930	16310
34930	17076
34930	19495
34934	2475
34934	18892
34935	3605
34935	6954
34938	6354
34938	9361
34940	1998
34940	2692
34940	3081
34940	13587
34940	16310
34940	16417
34940	16576
34940	17076
34940	20908
34940	21055
34940	22268
34941	11902
34942	16406
34944	24344
34945	2164
34945	3081
34945	13883
34945	24005
34946	3081
34947	12779
34948	14169
34948	14195
34948	23626
34948	23628
34948	24088
34949	16474
34951	8350
34951	16310
34953	17062
34954	8350
34954	16310
34955	24344
34956	62
34956	626
34957	62
34957	626
34958	2037
34958	7865
34958	14013
34959	17062
34960	8859
34960	15058
34961	1951
34961	6437
34962	8859
34963	1762
34964	6423
34964	12753
34964	19440
34965	2420
34965	11171
34965	11222
34965	21802
34966	10881
34966	23059
34967	8429
34967	12905
34968	6394
34969	16310
34970	8859
34971	10758
34974	16310
34974	20908
34975	3605
34976	1502
34976	20600
34977	13182
34979	13182
34981	24344
34982	20427
34982	21873
34983	16310
34984	7083
34985	6394
34986	10297
34986	15882
34987	2948
34988	5376
34989	3599
34989	12436
34989	13143
34990	17040
34990	22318
34991	20516
34992	16310
34994	6394
34995	8805
34995	16310
34996	14301
34997	62
34997	626
34998	1951
34998	19084
34999	3605
34999	12436
34999	14188
34999	15195
35000	2686
35000	6394
35001	7329
35002	16242
35003	1951
35004	3347
35007	24108
35008	8859
35009	3081
35009	5282
35009	6394
35009	19837
35010	7168
35011	11768
35011	17039
35011	23879
35012	5282
35012	6394
35012	19837
35013	7168
35014	11768
35014	17039
35014	23879
35015	9021
35016	17076
35016	20660
35016	21055
35016	24298
35019	3081
35019	6394
35020	3081
35020	5674
35021	16310
35022	13865
35023	18678
35024	16310
35025	16242
35025	23446
35026	5640
35026	8429
35027	3289
35027	4809
35031	14013
35032	3081
35032	23891
35033	5971
35034	3081
35035	19802
35036	8859
35036	15212
35036	24526
35037	10986
35037	14199
35038	16310
35039	3081
35039	6920
35040	1951
35040	19084
35041	21792
35042	16675
35044	2692
35044	4261
35047	11329
35050	8859
35051	24344
35052	16310
35052	20908
35055	22288
35055	22566
35058	6154
35059	10475
35060	24344
35061	16310
35061	20908
35062	12998
35063	876
35063	2145
35063	3081
35064	16912
35065	3605
35065	24289
35066	6394
35067	3295
35067	7796
35067	16310
35069	14254
35069	17900
35072	17678
35073	12539
35073	13904
35073	16746
35074	10129
35074	10835
35074	13904
35075	1341
35075	6777
35075	12349
35076	11106
35077	16310
35078	1946
35078	8429
35078	20563
35079	6361
35080	16310
35081	16310
35081	17076
35082	538
35082	5315
35082	14246
35085	1951
35085	11768
35085	19084
35086	16310
35087	620
35087	3295
35087	10881
35087	16310
35087	22968
35088	1514
35088	11171
35088	11222
35088	21802
35089	5698
35089	6879
35089	11106
35089	11182
35090	23028
35091	10059
35092	3081
35093	14656
35093	19837
35094	20071
35097	2066
35097	4413
35097	10102
35097	14860
35101	9021
35103	24351
35104	1762
35104	13096
35105	23525
35106	8805
35109	5954
35110	19837
35110	21545
35111	16310
35112	8266
35113	7378
35116	1462
35117	6960
35118	16310
35118	16616
35119	16298
35122	577
35125	6354
35125	9207
35125	9361
35125	21931
35128	6960
35131	11539
35131	21545
35132	16713
35133	5064
35134	13648
35134	16698
35135	6214
35135	7148
35135	8429
35135	11235
35135	19837
35136	15836
35137	13648
35137	16698
35139	20744
35141	11334
35142	16310
35143	577
35145	577
35146	4457
35146	7158
35146	7310
35147	5767
35148	6354
35149	1341
35149	6777
35149	12349
35150	11382
35151	14316
35152	18714
35153	21781
35154	12579
35154	19837
35155	16310
35156	2928
35156	15234
35156	16713
35157	16310
35158	6394
35159	2164
35159	8444
35159	8450
35159	17754
35160	17104
35160	21818
35161	6214
35162	16716
35165	10986
35165	14199
35169	12579
35170	577
35170	8162
35170	8429
35171	13587
35172	6394
35172	19837
35173	13587
35174	4671
35174	6394
35175	1762
35175	13096
35176	3081
35176	5640
35176	5674
35177	11789
35177	16310
35177	22861
35178	11103
35180	16290
35182	6394
35183	3605
35183	20224
35184	16713
35185	22415
35187	16310
35189	16310
35190	6778
35191	23313
35192	11382
35193	21619
35196	6394
35196	19633
35197	16310
35198	2066
35198	4413
35198	10102
35198	14860
35199	3081
35199	3605
35199	3619
35200	8266
35201	23931
35202	23931
35203	577
35203	16310
35204	20563
35205	657
35205	8143
35206	3081
35206	15107
35207	2298
35207	8429
35207	21954
35207	22288
35208	11103
35209	577
35209	3080
35209	3605
35209	4034
35209	6394
35209	8429
35209	15212
35209	17337
35209	19837
35210	538
35213	10475
35214	2420
35214	4910
35214	22550
35215	1181
35215	9371
35216	16716
35217	6394
35218	3605
35218	5335
35219	20528
35220	20528
35221	17076
35222	6394
35222	23716
35223	3605
35224	8716
35224	11149
35224	16997
35224	17132
35224	17311
35224	18670
35224	20494
35225	2686
35225	6394
35226	5674
35227	2420
35227	11169
35227	11222
35227	21802
35228	3081
35229	16310
35230	12170
35231	17076
35232	4261
35233	13757
35234	22336
35235	8603
35236	16310
35237	18328
35238	22288
35242	1107
35244	577
35245	4169
35245	7127
35246	13861
35247	11103
35248	19514
35249	3605
35250	577
35251	16310
35252	3244
35252	8429
35253	4505
35254	3092
35254	4626
35254	8606
35254	11512
35254	18802
35255	18328
35256	577
35257	353
35257	2164
35257	5640
35257	5674
35257	17513
35257	20102
35258	19514
35259	13096
35260	24435
35261	7158
35261	7310
35262	110
35264	7942
35266	577
35267	6879
35268	577
35268	16310
35270	16687
35272	11222
35272	20816
35273	1258
35273	2164
35273	5315
35273	15127
35274	9122
35274	18210
35276	6954
35276	6960
35276	14041
35277	19514
35278	6954
35278	6960
35278	14041
35279	10291
35279	19762
35280	12585
35280	13079
35281	8716
35281	10074
35281	17311
35282	577
35283	3092
35284	8716
35284	17311
35285	8859
35286	577
35287	11098
35288	8859
35288	10590
35289	6629
35290	3727
35291	14750
35293	5029
35293	6350
35293	7142
35293	16310
35294	15836
35295	4002
35295	23924
35299	16310
35299	20728
35300	24437
35301	3156
35301	16310
35301	20728
35302	4034
35302	20133
35303	16310
35304	5029
35304	6350
35304	7142
35304	16310
35306	16310
35308	6572
35308	6578
35309	6968
35310	24344
35311	21253
35313	5871
35315	5674
35315	18303
35316	10986
35316	14199
35316	16310
35317	16310
35318	3081
35319	16310
35320	16310
35320	20728
35321	3156
35321	16310
35321	20728
35322	15234
35323	10349
35324	23785
35325	8350
35326	4039
35326	16563
35327	353
35327	2164
35327	5640
35327	5674
35327	17513
35327	20102
35328	16713
35328	17076
35328	21055
35329	16649
35330	1231
35332	12975
35334	22048
35335	21812
35336	4353
35337	15058
35337	23844
35338	10617
35339	6572
35339	6578
35340	8662
35341	1774
35341	14329
35342	14200
35342	15212
35343	7715
35344	22288
35344	22566
35345	8444
35346	940
35346	15548
35347	16310
35349	6651
35349	9578
35350	19837
35351	19217
35352	15548
35352	20792
35354	16310
35355	1841
35355	24324
35356	15234
35356	17076
35357	10986
35357	14199
35357	15215
35358	5639
35358	18303
35359	2705
35359	16310
35359	16591
35360	5674
35360	19837
35361	2811
35361	14722
35362	4794
35364	16310
35365	10986
35365	15215
35366	6056
35366	10881
35366	16310
35367	10986
35367	15215
35368	19837
35368	20224
35368	20528
35369	16310
35372	3605
35372	16310
35373	16310
35373	19837
35374	12579
35376	577
35376	6394
35376	18085
35377	330
35377	3081
35377	16310
35379	894
35380	8695
35381	5812
35382	5674
35383	16676
35383	23671
35385	3605
35386	577
35387	24201
35389	16310
35390	13079
35391	2692
35391	15234
35391	17076
35391	19495
35391	20427
35391	21055
35392	15234
35392	17076
35392	19495
35392	22197
35393	538
35393	5995
35394	10986
35395	21284
35396	11268
35397	14195
35397	16310
35398	11104
35399	3605
35400	18428
35401	8845
35401	21929
35402	16310
35403	23258
35404	8429
35404	16310
35406	13468
35408	755
35408	18525
35409	7979
35410	10986
35411	20360
35412	14301
35413	16310
35413	16912
35414	10986
35414	14199
35415	10986
35416	3061
35417	10986
35418	10986
35419	4403
35419	15595
35420	10986
35420	15215
35422	12277
35423	15234
35423	17076
35423	19495
35423	22197
35424	21459
35425	361
35426	14115
35428	3605
35429	4261
35429	17093
35429	19326
35430	17678
35431	3605
35432	2164
35433	16094
35434	21459
35435	5064
35435	23716
35437	3605
35438	6087
35440	2531
35440	12349
35440	17510
35443	2686
35443	6394
35444	11304
35444	16310
35444	24033
35445	791
35445	8716
35446	2752
35446	13177
35447	16272
35448	9272
35449	530
35450	10986
35451	9272
35452	15239
35453	19837
35454	530
35455	10986
35456	530
35457	16310
35458	24458
35459	12058
35459	15447
35460	577
35461	11064
35462	4034
35463	5674
35463	20530
35464	61
35464	4266
35464	16687
35465	10986
35466	16310
35467	3289
35467	11329
35468	6290
35469	16310
35471	16310
35472	11304
35472	16310
35472	24033
35473	3081
35473	11412
35473	12579
35474	12579
35474	20528
35475	10286
35475	10628
35475	20063
35476	24289
35477	16310
35478	99
35478	3081
35478	6731
35478	7148
35479	12349
35481	1313
35481	16648
35485	16310
35486	577
35488	12579
35489	754
35489	15202
35492	2047
35492	8512
35492	16460
35494	22288
35494	22566
35495	10986
35496	10769
35497	22512
35498	3516
35498	16560
35498	19084
35498	19411
35499	10986
35500	16310
35501	577
35501	11412
35502	3092
35502	4626
35502	18802
35502	19837
35503	14013
35503	17198
35505	10986
35505	15215
35508	2164
35509	18226
35510	16310
35512	10986
35513	20563
35514	9266
35514	17950
35514	20712
35515	19215
35518	21740
35519	16310
35520	5064
35520	23716
35521	8927
35521	19309
35522	17460
35523	1277
35524	2047
35524	8512
35524	16460
35525	9272
35526	14922
35527	11010
35531	11010
35533	4167
35533	8328
35534	24203
35535	3081
35536	10986
35537	14262
35537	16310
35538	3081
35539	10986
35540	15899
35541	18328
35542	10986
35543	4292
35544	18328
35545	6336
35545	17076
35548	2164
35548	10318
35548	19171
35549	12585
35549	22968
35549	24011
35550	16310
35551	1762
35551	13096
35554	3081
35555	2504
35556	6336
35559	8850
35560	7930
35560	13177
35561	2544
35561	7002
35561	24289
35562	2811
35562	10881
35562	11789
35562	16310
35563	2941
35565	6178
35566	2941
35567	2941
35568	18328
35570	1426
35572	2313
35573	13830
35574	2420
35574	20563
35575	12365
35576	12365
35577	12365
35578	2313
35578	19837
35579	577
35580	2164
35581	19347
35582	8716
35582	11149
35582	16997
35582	17132
35582	17311
35582	18670
35582	20494
35583	18021
35584	577
35585	19347
35586	2164
35587	18525
35588	10986
35589	6394
35590	10986
35591	22268
35592	9207
35592	12881
35592	19837
35593	10102
35594	19495
35595	18525
35596	8429
35597	19495
35598	2164
35599	19495
35600	22268
35601	13861
35602	1411
35603	3081
35603	23942
35604	1046
35606	1951
35606	4757
35606	16310
35606	23855
35607	11304
35607	16310
35607	24033
35608	3266
35608	12910
35608	13587
35609	10475
35609	13861
35610	9552
35611	3427
35611	14722
35612	10591
35612	11268
35613	1527
35614	1411
35615	4969
35616	5812
35617	4969
35617	9948
35617	20427
35618	14013
35619	4626
35620	3081
35620	6394
35621	16298
35622	6394
35623	3081
35623	6394
35624	15574
35625	24033
35625	24289
35626	3266
35627	12738
35627	18485
35628	10249
35629	1494
35632	16417
35632	16442
35634	11678
35635	10986
35635	14199
35636	20524
35637	2811
35637	10881
35637	11789
35637	16310
35638	2629
35638	22288
35639	16474
35640	14199
35641	2313
35641	19837
35643	3605
35645	16310
35645	20728
35647	21150
35649	3081
35649	6537
35649	9207
35649	12883
35649	16310
35650	16310
35651	2254
35651	6762
35651	7754
35651	17971
35652	3081
35652	5319
35652	7069
35653	10986
35654	8444
35655	14013
35655	18197
35656	16310
35657	24011
35657	24289
35658	1946
35658	8429
35658	20563
35659	22593
35660	24597
35661	5029
35662	21215
35663	20991
35664	11539
35665	3081
35665	16310
